rune,head,Serial,familiar,body,background,prop,token_id,numTraits,image,name
,Dream Master,8199,,Yellow Cleric,Black,Thor's Wrath: the Lightning Spell,8199,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8199.png,Sorcerer Ali of the Tower
Rune of Air,Crone,8200,Lucky Black Cat,Celestial Sash,Blue,Jinx Staff,8200,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8200.png,Alchemist Keziah of Limbo
,Skylord,8201,,Vest Green,Black,Guillaume's Broom,8201,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8201.png,Archmagus Jeldor of the Steppe
,Hermit,8202,,Robe of Shadow,Blue,Mandrake Potion,8202,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8202.png,Alchemist Casper in the Shadows
,Green Wizard,8203,,Blue Big Buckle,Blue,Shaman's Peyote,8203,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8203.png,Archmagus George of the Road
,Sandman,8204,,Orange Caped Traveller,Black,Candle of Intuition,8204,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8204.png,Archmagus Soya of the Steppe
,WereBeast,8205,,Green Mantle Robe,Black,Peace Staff,8205,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8205.png,Cleric Nolan of the Psychic Leap
Rune of Pluto,Kempo,8206,Blue Rat,Rose Yoga,Green,Stellar Staff,8206,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8206.png,Chronomancer Min of the Steppe
Rune of Jupiter,Wild Woman,8207,Red Mamba,Red Hip Pouch,Black,Prometheus's Torch,8207,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8207.png,Witch Sabina of the Valley
Rune of Brimstone,Botanic Master,8208,Lucky Black Cat,Purple Cloak,Black,Nightshade Potion,8208,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8208.png,Alchemist Celeste of the Wild
Rune of Sun,Astrologer,8209,Red Mamba,Formal Suit,Black,Salamander's Tongue: the Fire Spell,8209,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8209.png,Diabolist Aleister of the Villa
,Cosmic Arcanist,8210,Onyx Wolf,Robe of Shadow,Black,Soul Harvester,8210,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8210.png,Hex Mage Apollo from the Shadow
Rune of Uranus,Kempo,8211,Field Dog,Rose Yoga,Blue,Ruby Staff,8211,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8211.png,Sage Lin of the Plains
Rune of Fire,Astrologer,8212,Psychic Rabbit,Red Cleric,Green,Lucky Horseshoe,8212,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8212.png,Archmagus Oberon of the Obelisk
,Medicine Man,8213,Onyx Wolf,Tech Coat,Blue,Nightshade Potion,8213,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8213.png,Alchemist Bayard of the Cosmos
Rune of Brass,Kempo,8214,Albino Rat,Rose Yoga,Green,Isaac's Apple,8214,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8214.png,Conjurer Lin of the Mountain
Rune of Lime,Wildman,8215,Field Dog,White Coveralls,Black,A Big Magic Stick,8215,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8215.png,Battle Mage Tundror of the Field
Rune of Sun,Animist,8216,Sun Cat,Gold Chain,Red,Staff,8216,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8216.png,Cleric Wolfram of the Hall
Rune of Brass,Mandinka,8217,Swamp Bullfrog,Robe of Shadow,Blue,The Orb Staff,8217,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8217.png,Mystic Cromwell of the Quantum Shadow
Rune of Neptune,Kobold,8218,Merlin's Monkey,Yellow Cleric,Black,Joy Staff,8218,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8218.png,Druid Salty of the Bibliotheca
,Scholar,8219,,Jester Diamonds,Black,Mug of Ale,8219,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8219.png,Scryer Apollo of the Tower
,Yellow Wizard,8220,,Blue Elven Cloak,Blue,,8220,4,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8220.png,Archmagus Jerret of the Carnival
,Green Wizard,8221,Swamp Bullfrog,Gold Chain,Green,Thor's Wrath: the Lightning Spell,8221,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8221.png, George of the Hall
Rune of Omega,Kelt,8222,Ember Frog,Formal Suit,Green,Ruby Staff,8222,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8222.png,Battle Mage Malthus of the Capital
Rune of Mercury,Medicine Man,8223,Lucky Black Cat,Overcoat,Blue,Astral Potion,8223,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8223.png,Alchemist Robert of the Steppe
Rune of Brass,Cloud Prophet,8224,Golden Toad,Gold Chain,Blue,Lunar Staff,8224,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8224.png,Arcanist Milton of El Dorado
Rune of Venus,Stranger,8225,Onyx Wolf,Two Tone Fringe,Blue,Zephyr's Laugh: the Wind Spell,8225,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8225.png,Aeromancer Jameel of the Wood
,Kelt,8226,,White Wraith,Black,Mug of Ale,8226,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8226.png,Clairvoyant Gary from the Abyss
Rune of Brass,Dark Arcanist,8227,Lucky Black Cat,Gold Chain,Black,Courage Staff,8227,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8227.png,Shaman Uday of the Hall
,Prophet,8228,,Vest Green,Black,Nightshade Potion,8228,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8228.png,Archmagus Salvatore of the River
Rune of Mercury,Empress,8229,Plague Rat,Green Hip Pouch,Black,Lucky Horseshoe,8229,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8229.png,Arch-Magician Calliope of the Steppe
Rune of Jupiter,Kobold,8230,Sun Cat,Blue Elven Cloak,Blue,Mandrake Potion,8230,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8230.png,Alchemist Jig of the Thorn
Rune of Brass,Floral Master,8231,Forever Bat,Purple Yoga,Red,Passion Potion,8231,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8231.png,Alchemist Daphne of the Marsh
Rune of Brimstone,Astral Arcanist,8232,Albino Rat,Brown Tunic,Black,Wizard's Pipe,8232,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8232.png,Arcanist Milo of the Realm
,Purple Wizard,8233,,Green Mantle Robe,Black,Vile of Virgin's Blood,8233,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8233.png,Sorcerer Isaac 
,Arcadian Master,8234,Blue Rat,Blue Lined Coveralls ,Black,Stellar Staff,8234,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8234.png,Archmagus Eden of the Field
Rune of Venus,Polar Shapeshifter,8235,Dirt Rabbit,Blue Big Buckle,Blue,Guillaume's Broom,8235,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8235.png,Arch-Magician Rodolfo of the Plains
Rune of Uranus,Polar Shapeshifter,8236,Astral Snail,White Wraith,Green,Peace Staff,8236,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8236.png,Thaumaturge Wolfram of the Morning Star
Rune of Air,Hunter,8237,Field Dog,Brown Tunic,Blue,A Big Magic Stick,8237,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8237.png,Hedge Wizard Darby of the Astral Plane
Rune of Fire,Wildman,8238,Green Asp,Purple Harem Pants,Black,Hobgoblin's Flame: the Wayward Spell,8238,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8238.png,Diabolist Ethan of the Desert
,Gruffling,8239,Sapphire Slime,Vest Green,Blue,Dragon Fireworks,8239,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8239.png,Battle Mage Cromwell of the Wood
Rune of Mars,Durm and Strang,8240,Topaz Slime,Cosmic Cardigan,Black,Stellar Staff,8240,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8240.png,Stellar Mage Gunthor of the Ether
Rune of Up Only,Stranger,8241,Golden Toad,Dapper Formal,Red,Key of the 7th Realm,8241,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8241.png,Sorcerer Uday of the Keep
Rune of Neptune,Faustian,8242,Lucky Black Cat,Wicker Wear,Green,A Big Magic Stick,8242,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8242.png,Hedge Wizard Soya of the Brambles
Rune of Lime,Rogue Arcanist,8243,Green Asp,Green Lined Coveralls,Green,Red Mushroom,8243,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8243.png,Necromancer Voidoth of the Wild
,Floral Master,8244,Swamp Bullfrog,Gold Chain,Blue,Crystal Ball,8244,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8244.png,Oracle Celeste of the Bastion
Rune of Mars,Gruffling,8245,Bliss Cat,Yellow Cleric,Green,Bag of Tricks,8245,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8245.png,Battle Mage Hagar of the Belfry
Rune of Cinnabar,Wooden Boy,8246,Merlin's Monkey,Green Elven Cloak,Red,Fairy Glamour: the Dazzle Spell,8246,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8246.png,Artificer Jasper of the Carnival
Rune of Neptune,Scholar,8247,Jewled Hummingbird,Shoulder Cape Red,Red,Book of Magic,8247,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8247.png,Archmagus Aleister of the Mist
Rune of Up Only,Thelemist,8248,Golden Toad,Robe of Shadow,Blue,Goblet of Immortality,8248,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8248.png,Archmagus Isaac from the Shadow
Rune of Up Only,Vamp,8249,Golden Toad,Celestial Sash,Green,Passion Potion,8249,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8249.png,Witch Enigma of Tartarus
,Cosmic Arcanist,8250,,Green Mantle Robe,Black,Sphinx's Hourglass,8250,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8250.png,Archmagus Allistair of the Veil
Rune of Earth,Huntress,8251,Green Asp,Vest Green,Green,A dumb stick...,8251,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8251.png,Enchanter Faye of the Heath
Rune of Uranus,Strongman,8252,Sun Cat,Double Sash,Green,Mandrake Potion,8252,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8252.png,Alchemist Angus of the Rock
,Thelemist,8253,,Orange Hip Scarf ,Blue,Staff,8253,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8253.png,Shaman Uvlius of the Mount
,Man Behind the Curtain,8254,,Jester Diamonds,Black,Mug of Ale,8254,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8254.png,Augurer Milton of the Capital
,Huntress,8255,Swamp Bullfrog,Green Coveralls,Black,Green Mushroom,8255,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8255.png,Magus Larissa of the Wood
,Swamp Witch,8256,Green Asp,Red Hip Pouch,Blue,Passion Potion,8256,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8256.png,Alchemist Properpine of the Wood
Rune of Cinnabar,Kelt,8257,Topaz Slime,Orange Caped Traveller,Black,Book of Magic,8257,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8257.png,Mystic Axel of the Hills
Rune of Mars,Kabuki ,8258,Golden Toad,Blue Big Buckle,Blue,Kelpie's Fury: the Water Spell,8258,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8258.png,Hydromancer Naoki of the Wold
Rune of Steel,Woodland Shapeshifter,8259,Field Dog,Blue Lined Coveralls ,Red,Harmony Staff,8259,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8259.png,Thaumaturge Wolfram of the Riviera
Rune of Brimstone,Gold Skeleton,8260,Golden Viper,Gold Chain,Green,Garnet Staff,8260,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8260.png,Wild Mage Seth of El Dorado
Rune of Uranus,"Master of Wood, Water, and Hill",8261,Emerald Slime,Ice Robe,Blue,Hobgoblin's Flame: the Wayward Spell,8261,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8261.png,Cosmic Mage Brutus 
,Hermit,8262,Merlin's Monkey,Swashbuckling Gear,Black,Garnet Staff,8262,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8262.png,Archmagus Uvlius of the Brine
Rune of Venus,Woodland Shapeshifter,8263,Bliss Cat,SupaFly,Blue,The Mamba Stick,8263,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8263.png,Arcanist Thor of the Bastion
,Mandinka,8264,,Green Coveralls,Black,Mug of Ale,8264,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8264.png,Archmagus Cassius of the Field
Rune of Saturn,Canaanite,8265,Dirt Rabbit,Swashbuckling Gear,Black,Zephyr's Laugh: the Wind Spell,8265,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8265.png,Aeromancer Asmodeus of the Surf
Rune of Venus,Myrddin,8266,Emerald Slime,Brown Coveralls,Black,Crystal Ball,8266,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8266.png,Archmagus Salvatore of the Road
Rune of Brimstone,Wild Woman,8267,Topaz Slime,Robe of Shadow,Green,Eternal Rose,8267,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8267.png,Witch Delilah out of the Void
,Olympian,8268,,Robe of Shadow,Black,Siren's Bell,8268,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8268.png,Spellsinger Homer of Tartarus
,WereBeast,8269,Dirt Rabbit,Green Scholar,Green,Dragon Fireworks,8269,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8269.png,Pyromancer Gunthor of Dreams
,Huntress,8270,Sun Cat,Red Cleric,Green,Siren's Bell,8270,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8270.png,Spellsinger Calista of the Atheneum
Rune of Fire,Wolfkin,8271,Field Dog,Blue Lined Coveralls ,Black,A Big Magic Stick,8271,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8271.png,Wild Mage Anubis of the Field
Rune of Air,Botanic Master,8272,Swamp Bullfrog,Green Mantle Robe,Blue,Mandrake Potion,8272,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8272.png,Enchanter Lamia of the Cosmos
Rune of Down,Tengu Preist,8273,Ember Frog,Blue Coveralls,Green,Wizard's Pipe,8273,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8273.png,Adept Tenguyama of the Lake
Rune of Mercury,Red Priestess,8274,Psychic Rabbit,Red Hip Pouch,Black,Lucky Horseshoe,8274,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8274.png,Charmer Diana of the Wold
Rune of Steel,Strongman,8275,Sun Cat,Green Scholar,Green,Passion Potion,8275,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8275.png,Battle Mage Godfrey of the Sacred Pillars
Rune of Water,Houngan,8276,Astral Snail,Aristocrat Purple,Blue,Wizard's Pipe,8276,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8276.png,Voodoo Priest Marceau of the Court
Rune of Up Only,Cyborg Skeleton Arcanist,8277,Golden Toad,Yellow Elven Cloak,Green,Thor's Wrath: the Lightning Spell,8277,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8277.png,Necromancer Abbadon of the Veil
,Warlock,8278,Red Mamba,Cosmic Cardigan,Green,Passion Potion,8278,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8278.png,Archmagus Soya of the Ether
,Hag,8279,Blue Rat,Shoulder Cape Red,Black,Book of Magic,8279,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8279.png,Mystic Elena of the Atheneum
Rune of Mercury,Botanic Master,8280,Great Owl,Brown Coveralls,Red,Peace Staff,8280,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8280.png,Sage Sondra of Arcadia
Rune of Fire,Dark Sister,8281,Emerald Slime,Red Hip Pouch,Blue,Green Mushroom,8281,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8281.png,Charmer Daria of the Hills
Rune of Water,Polar Shapeshifter,8282,Golden Toad,Blue Elven Cloak,Green,Bag of Tricks,8282,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8282.png,Battle Mage Bayard of the Fey
Rune of Brimstone,Huntress,8283,Green Asp,Yellow Cleric,Blue,Guillaume's Broom,8283,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8283.png,Wild Mage Larissa of Dreams
,Arcadian Master,8284,Ember Frog,Red Coveralls,Black,Hobgoblin's Flame: the Wayward Spell,8284,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8284.png,Archmagus Celah of the Forest
Rune of Fire,Swashbuckler,8285,Field Dog,Double Sash,Blue,Ace in the Hole,8285,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8285.png,Battle Mage Nicolas of the Sands
,Thelemist,8286,Dirt Rabbit,Blue Lined Coveralls ,Green,The Bone Stave,8286,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8286.png,Voodoo Priest Solomon of the Wood
,Blue Wizard,8287,Onyx Wolf,Wicker Wear,Black,Thor's Wrath: the Lightning Spell,8287,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8287.png, Udor of the Wild
,Swashbuckler,8288,,Overcoat,Blue,Peace Staff,8288,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8288.png,Battle Mage Nicolas of the Riviera
Rune of Steel,Philosopher,8289,Forever Bat,Skipper,Blue,Ace in the Hole,8289,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8289.png,Augurer Ixar of Atlantis
Rune of Lime,Astrologer,8290,Red Mamba,Tech Coat,Black,Thor's Wrath: the Lightning Spell,8290,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8290.png,Archmagus Uvlius of the Event Horizon
Rune of Brimstone,Houngan,8291,Emerald Slime,Gold Chain,Black,Garnet Staff,8291,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8291.png,Shaman Louis of the Villa
,Arcadian Master,8292,,White Coveralls,Black,The Gnome's Tooth: the Earth Spell,8292,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8292.png,Archmagus Davos of the Mountain
Rune of Brass,Kobold,8293,Merlin's Monkey,Yellow Elven Cloak,Blue,Ace in the Hole,8293,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8293.png,Augurer Moka of the Circle
Rune of Saturn,Crone,8294,Mesozoic Cockatrice,Green Mantle Robe,Blue,Caduceus,8294,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8294.png,Witch Ekmira of the Cosmos
,Lycanthrope,8295,,Brown Coveralls,Black,Astral Potion,8295,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8295.png,Battle Mage Durm of the Valley
,Man Behind the Curtain,8296,,White Wraith,Blue,Key of the 7th Realm,8296,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8296.png,Archmagus Jeldor in the Shadows
Rune of Jupiter,Animist,8297,Dirt Rabbit,Brown Tunic,Black,The Midas Rod,8297,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8297.png,Battle Mage Eric of the Cosmos
Rune of Steel,Strongman,8298,Field Dog,Yellow Elven Cloak,Green,Mug of Ale,8298,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8298.png,Enchanter Wolfram of the Veil
Rune of Steel,Punjabi,8299,Fox Trickster,Blue Big Buckle,Red,Kelpie's Fury: the Water Spell,8299,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8299.png,Sorcerer Jahid of the Steppe
,Labyrinthian,8300,,Orange Caped Traveller,Black,Peace Staff,8300,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8300.png,Sage Eden of the Grotto
Rune of Fire,Prophet,8301,Lucky Black Cat,Two Tone Fringe,Black,Dragon Fireworks,8301,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8301.png,Magus Zelroth of the Wood
Rune of Brass,Swashbuckler,8302,Emerald Slime,Brown Tunic,Green,Dryad's Ear: the Plant Spell,8302,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8302.png,Hedge Wizard Nicolas of the Event Horizon
Rune of Brass,Djinn,8303,Green Asp,Brown Harem Pants,Red,Dragon Fireworks,8303,7,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8303.png,Sorcerer Reza of the Sands
,Professor,8304,,Orange Harem Pants,Blue,Book of Magic,8304,5,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8304.png,Enchanter Basil of the Desert
,Ascetic,8305,Swamp Bullfrog,Tech Coat,Blue,Zephyr's Laugh: the Wind Spell,8305,6,https://ipfs.io/ipfs/QmbtiPZfgUzHd79T1aPcL9yZnhGFmzwar7h4vmfV6rV8Kq/8305.png,Archmagus Drokore of the Astral Plane
